n_training,n_neurons,l_noise,train_algo,q_validate,q_regular,c_regular,epochs,stop,best_perf,best_vperf,best_tperf,net_true_error
50,40,0.1,trainbfg,TRUE,TRUE,0.1,252,Validation stop.,0.085478708,0.083391085,NaN,0.006843268
1000,10,0.5,trainbfg,TRUE,TRUE,0.1,79,Validation stop.,0.351050799,0.364930701,NaN,0.006848504
50,10,0.1,traingdx,TRUE,FALSE,0.5,135,Validation stop.,0.016242386,0.019573817,NaN,0.006932047
1000,40,0.1,trainrp,TRUE,FALSE,0.5,86,Validation stop.,0.016420838,0.016162271,NaN,0.007057853
200,20,0.5,trainscg,FALSE,TRUE,0.1,818,Minimum gradient reached.,0.324894859,NaN,NaN,0.007091194
1000,10,0.5,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.258689025,NaN,NaN,0.007109536
50,20,0.1,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.001966875,NaN,NaN,0.007131687
200,5,0.5,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.26159883,NaN,NaN,0.007279628
50,40,0.1,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,5.39E-09,NaN,NaN,0.007283771
1000,40,1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.431983144,NaN,NaN,0.007340341
1000,20,0.5,trainbfg,TRUE,FALSE,0.5,19,Validation stop.,0.253474552,0.267243795,NaN,0.007356885
1000,10,0.5,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.244405603,NaN,NaN,0.007381407
1000,20,0.5,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.231226572,NaN,NaN,0.007411622
50,20,0.1,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.00336977,NaN,NaN,0.007420803
50,10,0.1,trainrp,TRUE,FALSE,0.5,64,Validation stop.,0.014360729,0.022833297,NaN,0.007421271
50,40,0.1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.107101865,NaN,NaN,0.007496677
50,20,0.1,trainscg,TRUE,TRUE,1.00E-06,23,Validation stop.,0.009735212,0.017681383,NaN,0.007646574
50,20,0.1,trainlm,TRUE,TRUE,1.00E-06,5,Maximum MU reached.,0.006472257,0.014757596,NaN,0.007737704
50,40,0.1,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.003103568,NaN,NaN,0.00782351
1000,40,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.372675566,NaN,NaN,0.007825338
1000,40,0.1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.08539969,NaN,NaN,0.007839441
1000,10,0.5,trainbfg,TRUE,FALSE,0.5,23,Validation stop.,0.263260895,0.250416928,NaN,0.007844059
1000,20,0.5,trainscg,TRUE,TRUE,1.00E-06,42,Validation stop.,0.244455509,0.246054075,NaN,0.007868548
50,20,0.1,trainbfg,TRUE,TRUE,1.00E-06,19,Validation stop.,0.013050162,0.015371505,NaN,0.007892737
1000,5,1,trainbfg,TRUE,TRUE,1.00E-06,15,Validation stop.,0.989788573,0.932420663,NaN,0.007909417
50,20,0.1,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.001327511,NaN,NaN,0.007936862
50,40,0.1,trainscg,TRUE,FALSE,0.5,39,Validation stop.,0.001835137,0.016053628,NaN,0.007938364
1000,40,1,trainbfg,TRUE,TRUE,0.1,140,Validation stop.,0.917492489,0.981635151,NaN,0.008007511
200,40,0.1,trainrp,TRUE,TRUE,1.00E-06,116,Validation stop.,0.014649297,0.018441244,NaN,0.008023533
50,40,0.1,trainlm,TRUE,TRUE,1.00E-06,3,Maximum MU reached.,0.001504405,0.014530581,NaN,0.00805004
200,40,0.1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.0908818,NaN,NaN,0.00807395
50,20,0.1,trainlm,FALSE,TRUE,1.00E-06,5,Maximum MU reached.,0.002220207,NaN,NaN,0.008093755
1000,10,0.5,trainrp,TRUE,TRUE,1.00E-06,74,Validation stop.,0.230982754,0.257162841,NaN,0.008099294
200,10,0.1,trainscg,TRUE,FALSE,0.5,22,Validation stop.,0.01793874,0.016632528,NaN,0.008203747
1000,20,0.5,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,7.301048876,NaN,NaN,0.0083
1000,10,0.5,trainrp,TRUE,FALSE,0.5,56,Validation stop.,0.259226742,0.252474088,NaN,0.008325353
1000,5,1,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,1.043145829,NaN,NaN,0.008389432
1000,10,1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.12074888,NaN,NaN,0.008401067
1000,10,0.5,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.226370396,NaN,NaN,0.00841737
1000,40,0.5,trainlm,TRUE,TRUE,0.5,2,Maximum MU reached.,0.318872924,0.326863072,NaN,0.008586895
1000,20,0.1,trainbfg,TRUE,TRUE,0.1,119,Validation stop.,0.117269236,0.11518402,NaN,0.008590118
1000,10,1,trainbfg,FALSE,TRUE,0.1,517,Minimum gradient reached.,0.987982243,NaN,NaN,0.00860636
200,5,0.5,trainlm,TRUE,TRUE,1.00E-06,11,Validation stop.,0.244554933,0.227463382,NaN,0.008743199
200,5,0.5,trainbfg,FALSE,TRUE,1.00E-06,736,Minimum gradient reached.,0.237416876,NaN,NaN,0.00875163
1000,20,0.5,trainlm,TRUE,TRUE,1.00E-06,5,Maximum MU reached.,0.241010845,0.240872707,NaN,0.008757696
1000,20,0.5,trainlm,TRUE,FALSE,0.5,8,Validation stop.,0.245404624,0.278138643,NaN,0.008781049
1000,20,0.1,trainbfg,FALSE,TRUE,0.1,698,Minimum gradient reached.,0.114101821,NaN,NaN,0.008836426
1000,40,0.5,trainlm,TRUE,FALSE,0.5,8,Validation stop.,0.214388137,0.247885447,NaN,0.008948082
1000,20,0.5,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.249969348,NaN,NaN,0.008955626
1000,40,0.5,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.232201976,NaN,NaN,0.008971536
200,40,0.1,trainrp,TRUE,FALSE,0.5,141,Validation stop.,0.013281618,0.019989956,NaN,0.009067999
50,40,0.1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,90.09187854,NaN,NaN,0.009085053
1000,20,0.5,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,42.55542239,NaN,NaN,0.0091
50,20,0.1,trainscg,TRUE,FALSE,0.5,30,Validation stop.,0.006664214,0.015781759,NaN,0.009107811
1000,40,0.5,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.223249418,NaN,NaN,0.009178053
1000,20,0.5,trainlm,FALSE,TRUE,1.00E-06,5,Maximum MU reached.,0.23497933,NaN,NaN,0.00920365
50,40,0.1,trainbfg,TRUE,TRUE,1.00E-06,30,Validation stop.,0.003407932,0.015896847,NaN,0.009210867
50,40,0.1,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.00067699,NaN,NaN,0.009227476
1000,40,0.5,trainlm,FALSE,TRUE,1.00E-06,4,Maximum MU reached.,0.237906839,NaN,NaN,0.009249049
50,20,0.1,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,3.70E-05,NaN,NaN,0.009363182
50,10,0.1,trainrp,TRUE,TRUE,1.00E-06,60,Validation stop.,0.012107974,0.015746508,NaN,0.009370411
200,40,0.5,trainbfg,TRUE,TRUE,0.1,186,Validation stop.,0.270083491,0.289817223,NaN,0.009377632
1000,10,1,trainscg,TRUE,TRUE,0.1,140,Validation stop.,1.192879251,1.180688739,NaN,0.009469696
50,20,0.1,traingdx,TRUE,TRUE,1.00E-06,123,Validation stop.,0.006992336,0.017964913,NaN,0.009479144
1000,20,0.5,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.273857996,NaN,NaN,0.009602153
1000,40,0.5,trainbfg,TRUE,FALSE,0.5,23,Validation stop.,0.216329505,0.262359879,NaN,0.009621743
1000,10,0.5,trainlm,FALSE,TRUE,1.00E-06,6,Maximum MU reached.,0.258123469,NaN,NaN,0.009630195
1000,10,0.5,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.242841366,NaN,NaN,0.009793462
50,20,0.1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.129017659,NaN,NaN,0.010029617
1000,20,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.310331622,NaN,NaN,0.010038784
50,40,0.1,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.000801771,NaN,NaN,0.01010169
1000,10,0.5,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.257174411,NaN,NaN,0.010128935
1000,20,1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.085357048,NaN,NaN,0.010155168
1000,5,1,trainrp,TRUE,TRUE,1.00E-06,48,Validation stop.,1.045007813,0.981573028,NaN,0.010173179
1000,5,1,trainbfg,TRUE,FALSE,0.5,13,Validation stop.,1.037057733,0.985337147,NaN,0.010248245
1000,20,0.1,trainscg,FALSE,TRUE,0.1,472,Minimum gradient reached.,0.115780727,NaN,NaN,0.010340189
1000,10,0.5,trainbfg,FALSE,TRUE,0.1,693,Minimum gradient reached.,0.352383612,NaN,NaN,0.010355437
50,40,0.1,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.00134722,NaN,NaN,0.010543213
1000,10,0.1,traingdx,TRUE,FALSE,0.5,99,Validation stop.,0.018734238,0.018612683,NaN,0.010574149
200,20,0.5,trainlm,TRUE,TRUE,0.1,2,Maximum MU reached.,0.263088113,0.26461662,NaN,0.010646391
1000,20,0.5,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.241442626,NaN,NaN,0.010697773
200,20,0.5,trainbfg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.316571724,NaN,NaN,0.010737531
200,40,0.5,trainbfg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.238930836,NaN,NaN,0.010822217
1000,40,0.5,trainbfg,TRUE,TRUE,1.00E-06,23,Validation stop.,0.24451443,0.256032507,NaN,0.01082588
50,40,0.1,trainlm,FALSE,FALSE,0.5,6,Minimum gradient reached.,9.48E-21,NaN,NaN,0.011063818
200,40,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.329965277,NaN,NaN,0.011085255
1000,5,1,trainlm,FALSE,TRUE,1.00E-06,51,Maximum MU reached.,1.029804635,NaN,NaN,0.011200131
50,40,0.1,trainscg,TRUE,TRUE,1.00E-06,52,Validation stop.,0.002192523,0.017463937,NaN,0.011304153
200,5,0.1,trainrp,TRUE,TRUE,1.00E-06,34,Validation stop.,0.018706999,0.013627035,NaN,0.011340992
200,5,0.5,trainbfg,TRUE,TRUE,1.00E-06,17,Validation stop.,0.220672587,0.259784148,NaN,0.011353778
50,20,0.1,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.000523844,NaN,NaN,0.011494953
50,20,0.1,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.000305541,NaN,NaN,0.011624583
50,40,0.1,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.000313327,NaN,NaN,0.011654563
50,40,0.1,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.001413815,NaN,NaN,0.011716573
1000,10,0.5,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.239728031,NaN,NaN,0.011762963
1000,40,0.5,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,124.2156604,NaN,NaN,0.011839841
50,20,0.1,trainbfg,FALSE,TRUE,0.1,433,Minimum gradient reached.,0.123715181,NaN,NaN,0.012109344
1000,40,0.1,trainrp,TRUE,TRUE,0.1,591,Validation stop.,0.120573817,0.11674072,NaN,0.012135385
1000,40,0.5,trainlm,TRUE,TRUE,1.00E-06,5,Maximum MU reached.,0.211824423,0.269843651,NaN,0.012201608
200,5,0.5,traingdx,TRUE,TRUE,0.1,141,Validation stop.,1.221958313,1.19787414,NaN,0.01245944
1000,40,0.5,traingdx,FALSE,TRUE,0.5,1000,Maximum epoch reached.,219.5331982,NaN,NaN,0.012479592
200,20,0.1,trainbfg,TRUE,TRUE,0.1,109,Validation stop.,0.124547676,0.116818905,NaN,0.012648665
50,20,0.1,trainlm,TRUE,FALSE,0.5,8,Validation stop.,0.008122432,0.025301589,NaN,0.012719866
1000,5,1,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,1.034230923,NaN,NaN,0.012926458
1000,20,1,trainbfg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.909248954,NaN,NaN,0.012957794
1000,10,0.5,trainbfg,TRUE,TRUE,1.00E-06,18,Validation stop.,0.240446481,0.269928373,NaN,0.013045207
50,20,0.5,trainscg,TRUE,TRUE,0.1,191,Validation stop.,0.675907133,0.667699129,NaN,0.013091134
200,10,0.5,trainscg,FALSE,TRUE,0.1,544,Minimum gradient reached.,0.375614303,NaN,NaN,0.013193178
200,5,0.5,trainlm,FALSE,TRUE,1.00E-06,7,Maximum MU reached.,0.240372618,NaN,NaN,0.013388361
1000,5,1,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.990457742,NaN,NaN,0.013445262
1000,40,1,trainbfg,FALSE,TRUE,0.5,1000,Maximum epoch reached.,0.627980043,NaN,NaN,0.013613179
200,5,0.5,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.235006489,NaN,NaN,0.013735525
200,40,0.5,trainscg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.356162851,NaN,NaN,0.014046934
50,40,0.1,trainlm,TRUE,FALSE,0.5,6,Minimum gradient reached.,0.015465253,0.021104292,NaN,0.014127637
1000,40,0.5,trainrp,TRUE,TRUE,1.00E-06,87,Validation stop.,0.234387224,0.276059362,NaN,0.014181556
1000,20,0.1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,5.688738843,NaN,NaN,0.014232979
1000,10,0.5,trainlm,TRUE,FALSE,0.5,9,Validation stop.,0.243728353,0.280850542,NaN,0.014292312
200,20,0.1,trainscg,FALSE,TRUE,0.1,433,Minimum gradient reached.,0.117582727,NaN,NaN,0.014342205
200,20,0.5,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.234755039,NaN,NaN,0.014443952
1000,40,0.5,trainscg,TRUE,TRUE,1.00E-06,67,Validation stop.,0.225561641,0.269879036,NaN,0.014486143
1000,10,0.5,traingdx,TRUE,TRUE,1.00E-06,111,Validation stop.,0.230160238,0.243514932,NaN,0.014508431
1000,10,0.5,traingdx,TRUE,FALSE,0.5,93,Validation stop.,0.241801015,0.270301182,NaN,0.014725114
1000,40,0.5,trainscg,TRUE,FALSE,0.5,45,Validation stop.,0.238984971,0.257079436,NaN,0.014778188
200,5,0.5,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.218324329,NaN,NaN,0.015127253
50,20,0.1,trainlm,TRUE,TRUE,0.1,2,Maximum MU reached.,0.169137168,0.17425694,NaN,0.015131841
1000,10,0.5,trainscg,FALSE,TRUE,0.1,370,Minimum gradient reached.,0.357935104,NaN,NaN,0.015187876
1000,20,0.1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.125324799,NaN,NaN,0.015277877
1000,5,1,trainbfg,FALSE,TRUE,1.00E-06,528,Minimum gradient reached.,0.945048718,NaN,NaN,0.015306032
50,40,0.1,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.002449004,NaN,NaN,0.015341007
200,20,0.1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,45.78716138,NaN,NaN,0.0154
200,20,0.1,trainlm,FALSE,TRUE,0.1,1,Performance goal met.,-0.161681753,NaN,NaN,0.01552085
1000,20,1,trainbfg,TRUE,TRUE,1.00E-06,17,Validation stop.,1.014997055,1.01733855,NaN,0.015568393
1000,5,1,trainlm,TRUE,TRUE,1.00E-06,10,Validation stop.,1.026696722,1.021454136,NaN,0.015650202
200,5,0.5,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.210367928,NaN,NaN,0.015693872
1000,5,1,trainlm,FALSE,FALSE,0.5,56,Minimum gradient reached.,1.015553839,NaN,NaN,0.015723162
1000,5,1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.216415125,NaN,NaN,0.015872024
1000,10,1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,5.822345235,NaN,NaN,0.015965041
200,20,0.1,trainbfg,FALSE,TRUE,0.1,543,Minimum gradient reached.,0.119122852,NaN,NaN,0.016043104
200,20,0.1,trainlm,TRUE,TRUE,0.1,2,Maximum MU reached.,0.13310616,0.136127868,NaN,0.016253223
1000,20,0.5,trainscg,TRUE,FALSE,0.5,25,Validation stop.,0.246925806,0.273081523,NaN,0.016370882
200,20,0.5,trainscg,TRUE,TRUE,1.00E-06,29,Validation stop.,0.272167298,0.218087345,NaN,0.016409884
1000,40,0.5,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.239157692,NaN,NaN,0.016411017
50,20,0.1,trainbfg,TRUE,TRUE,0.1,157,Validation stop.,0.125614126,0.118902645,NaN,0.016701789
1000,20,1,trainscg,TRUE,TRUE,0.1,464,Validation stop.,0.98495026,1.104419888,NaN,0.016861642
1000,5,1,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,1.021239535,NaN,NaN,0.016875639
50,40,0.5,trainscg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.193930402,NaN,NaN,0.016894558
1000,20,1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,30.25706998,NaN,NaN,0.016899183
200,5,0.5,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.190220264,NaN,NaN,0.016966853
50,10,0.1,traingdx,TRUE,TRUE,1.00E-06,110,Validation stop.,0.019404987,0.015503607,NaN,0.016974284
50,20,0.1,trainscg,FALSE,TRUE,0.1,461,Minimum gradient reached.,0.121155874,NaN,NaN,0.016989479
200,40,0.5,trainrp,TRUE,TRUE,0.1,537,Validation stop.,0.347904359,0.355047414,NaN,0.017093823
1000,10,1,trainscg,TRUE,TRUE,1.00E-06,53,Validation stop.,0.895791166,0.950784747,NaN,0.017170509
1000,20,0.5,traingdx,TRUE,TRUE,1.00E-06,98,Validation stop.,0.259139443,0.243437921,NaN,0.017246863
1000,40,0.5,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.237224267,NaN,NaN,0.017249735
200,5,0.5,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.2571883,NaN,NaN,0.017255829
1000,5,0.1,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.02504657,NaN,NaN,0.017274699
1000,10,1,trainbfg,TRUE,FALSE,0.5,23,Validation stop.,1.019896778,1.041196971,NaN,0.017288216
50,20,0.1,trainlm,FALSE,TRUE,0.1,2,Maximum MU reached.,0.016575154,NaN,NaN,0.017394035
50,20,0.1,trainrp,TRUE,TRUE,1.00E-06,34,Validation stop.,0.019317921,0.021203242,NaN,0.01746875
1000,20,1,trainbfg,TRUE,TRUE,0.1,89,Validation stop.,0.959529677,1.045700779,NaN,0.017843884
1000,5,1,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.940607683,NaN,NaN,0.017845216
200,5,0.5,trainbfg,TRUE,FALSE,0.5,13,Validation stop.,0.222564963,0.221372708,NaN,0.018336527
1000,20,0.5,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.229906285,NaN,NaN,0.018351442
200,10,0.1,trainrp,TRUE,TRUE,1.00E-06,49,Validation stop.,0.029502253,0.022643982,NaN,0.018488842
1000,10,1,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.921728588,NaN,NaN,0.018577618
1000,5,0.1,trainrp,TRUE,FALSE,0.5,86,Validation stop.,0.028694819,0.017843918,NaN,0.01864466
1000,5,0.1,trainbfg,TRUE,TRUE,1.00E-06,21,Validation stop.,0.028819947,0.01666992,NaN,0.018647539
200,10,0.5,trainscg,TRUE,TRUE,1.00E-06,31,Validation stop.,0.194557155,0.314794525,NaN,0.018655938
1000,40,0.5,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.239192435,NaN,NaN,0.018656859
50,10,0.1,trainscg,TRUE,FALSE,0.5,19,Validation stop.,0.023143906,0.015564702,NaN,0.018688461
1000,10,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.357992656,NaN,NaN,0.018690395
200,20,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.286273626,NaN,NaN,0.018705624
1000,20,0.1,trainlm,TRUE,TRUE,0.1,2,Maximum MU reached.,0.363560719,0.36366401,NaN,0.018787671
200,5,0.1,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.027988862,NaN,NaN,0.018798317
1000,5,0.1,trainrp,TRUE,TRUE,1.00E-06,70,Validation stop.,0.028271724,0.016908768,NaN,0.018828613
1000,40,0.5,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.224884595,NaN,NaN,0.018871739
1000,5,1,trainscg,FALSE,TRUE,0.1,332,Minimum gradient reached.,1.105009872,NaN,NaN,0.018940439
1000,20,1,trainbfg,TRUE,FALSE,0.5,22,Validation stop.,0.897026975,0.959798562,NaN,0.019054471
1000,20,1,trainlm,TRUE,TRUE,1.00E-06,5,Maximum MU reached.,0.920684698,0.992113566,NaN,0.019174535
50,20,0.5,trainbfg,TRUE,TRUE,0.1,90,Validation stop.,0.336531002,0.355484481,NaN,0.019185794
1000,40,0.5,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.245640048,NaN,NaN,0.019262023
1000,10,1,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,1.020732064,NaN,NaN,0.019278686
1000,10,0.5,trainscg,TRUE,TRUE,0.1,135,Validation stop.,0.403784123,0.419805066,NaN,0.019396795
200,10,0.5,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.251347124,NaN,NaN,0.019409003
200,10,0.5,trainlm,FALSE,TRUE,1.00E-06,14,Maximum MU reached.,0.255424422,NaN,NaN,0.01972595
1000,5,1,trainscg,TRUE,TRUE,1.00E-06,13,Validation stop.,1.057269742,0.939354973,NaN,0.019791078
1000,10,0.1,traingdx,TRUE,TRUE,1.00E-06,90,Validation stop.,0.029191729,0.026759699,NaN,0.020261507
1000,5,0.5,traingdx,TRUE,TRUE,0.1,124,Validation stop.,1.608819714,1.626223096,NaN,0.020372893
1000,40,0.5,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.248858102,NaN,NaN,0.020460123
200,10,0.5,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.352290168,NaN,NaN,0.020711365
200,20,1,trainscg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.926687318,NaN,NaN,0.020729113
1000,10,1,trainlm,TRUE,FALSE,0.5,13,Validation stop.,0.983790087,0.981066498,NaN,0.020764386
1000,40,0.5,trainrp,TRUE,TRUE,0.1,526,Validation stop.,0.368274543,0.371103935,NaN,0.020922976
200,40,1,trainbfg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.927660505,NaN,NaN,0.021088731
200,20,0.5,traingdx,TRUE,FALSE,0.5,95,Validation stop.,0.22139724,0.240736409,NaN,0.021195267
200,20,0.5,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.227869021,NaN,NaN,0.02146369
200,10,0.1,trainrp,TRUE,FALSE,0.5,50,Validation stop.,0.029871516,0.020123379,NaN,0.021600872
1000,10,1,trainscg,TRUE,FALSE,0.5,20,Validation stop.,1.045931531,1.044532859,NaN,0.021835205
1000,20,0.1,trainlm,FALSE,TRUE,0.1,1,Performance goal met.,-0.271386763,NaN,NaN,0.02184836
200,20,0.5,trainbfg,TRUE,FALSE,0.5,17,Validation stop.,0.23827485,0.201759744,NaN,0.02200519
1000,10,1,trainlm,FALSE,TRUE,1.00E-06,13,Maximum MU reached.,0.975666039,NaN,NaN,0.022086129
1000,40,0.5,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.23064641,NaN,NaN,0.022222621
200,20,0.5,trainrp,TRUE,TRUE,0.1,218,Validation stop.,0.510055039,0.51690355,NaN,0.022286498
200,5,0.5,trainscg,TRUE,TRUE,1.00E-06,18,Validation stop.,0.242668323,0.281862202,NaN,0.022668114
50,40,0.1,trainrp,TRUE,FALSE,0.5,61,Validation stop.,0.011749116,0.051735742,NaN,0.022716668
50,40,0.1,trainrp,TRUE,TRUE,1.00E-06,53,Validation stop.,0.014789775,0.045748834,NaN,0.02333334
1000,10,1,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.947096105,NaN,NaN,0.02352254
1000,10,1,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,1.013043944,NaN,NaN,0.023584892
1000,20,0.5,trainscg,TRUE,TRUE,0.1,297,Validation stop.,0.412798406,0.42061395,NaN,0.0236472
1000,20,0.5,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.23352595,NaN,NaN,0.023694207
50,20,0.1,trainrp,TRUE,FALSE,0.5,31,Validation stop.,0.027798268,0.026897772,NaN,0.023727392
1000,10,1,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.995085724,NaN,NaN,0.023816672
1000,40,0.5,trainrp,TRUE,FALSE,0.5,130,Validation stop.,0.247345775,0.277649337,NaN,0.024157448
1000,40,0.1,traingdx,FALSE,TRUE,0.5,1000,Maximum epoch reached.,8.643196617,NaN,NaN,0.024166262
200,10,0.5,trainbfg,TRUE,FALSE,0.5,19,Validation stop.,0.249288733,0.238096735,NaN,0.024235751
1000,20,0.5,trainlm,TRUE,TRUE,0.1,2,Maximum MU reached.,0.143020663,0.146669768,NaN,0.02424548
50,10,0.5,trainscg,TRUE,TRUE,1.00E-06,23,Validation stop.,0.13905752,0.184833444,NaN,0.024320236
1000,10,1,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.959159612,NaN,NaN,0.024432517
1000,20,1,trainscg,TRUE,FALSE,0.5,32,Validation stop.,1.058680512,0.978496104,NaN,0.024735534
200,20,0.5,trainlm,FALSE,TRUE,1.00E-06,8,Maximum MU reached.,0.18946905,NaN,NaN,0.024820104
200,10,0.5,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.247465482,NaN,NaN,0.024858678
50,40,0.1,traingdx,FALSE,TRUE,0.5,1000,Maximum epoch reached.,2.841904811,NaN,NaN,0.024897091
200,20,0.5,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.183497386,NaN,NaN,0.024939682
1000,20,1,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,1.064251361,NaN,NaN,0.024983757
1000,20,1,trainscg,TRUE,TRUE,1.00E-06,27,Validation stop.,0.96707866,0.938518819,NaN,0.025741883
1000,20,1,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.920691605,NaN,NaN,0.025833091
1000,5,1,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,1.043387318,NaN,NaN,0.025851047
200,5,1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.198959303,NaN,NaN,0.025862937
