n_training,n_neurons,l_noise,train_algo,q_validate,q_regular,c_regular,epochs,stop,best_perf,best_vperf,best_tperf,net_true_error
1000,5,1,trainrp,TRUE,FALSE,0.5,62,Validation stop.,1.049654795,1.021180522,NaN,0.025912576
200,10,0.5,trainlm,TRUE,FALSE,0.5,9,Validation stop.,0.275549587,0.230413695,NaN,0.025963167
1000,10,1,traingdx,TRUE,TRUE,1.00E-06,69,Validation stop.,1.013014176,0.966080935,NaN,0.02596767
1000,10,1,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.973394054,NaN,NaN,0.026027617
200,10,0.5,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.20106066,NaN,NaN,0.026034533
1000,10,1,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.961029123,NaN,NaN,0.026070296
50,40,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.367768056,NaN,NaN,0.026186913
200,20,0.1,trainrp,TRUE,TRUE,0.1,294,Validation stop.,0.146663703,0.138262035,NaN,0.026201952
200,20,0.1,trainscg,TRUE,TRUE,0.1,152,Validation stop.,0.163939907,0.156297198,NaN,0.026241928
50,5,0.1,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.02734572,NaN,NaN,0.026387949
200,5,0.5,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.208379383,NaN,NaN,0.026463408
200,20,1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.176231799,NaN,NaN,0.026699883
200,10,0.5,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.251774037,NaN,NaN,0.026951147
50,40,0.1,traingdx,TRUE,FALSE,0.5,102,Validation stop.,0.033033453,0.035953482,NaN,0.026969098
1000,10,1,trainlm,TRUE,TRUE,1.00E-06,12,Validation stop.,1.040728089,0.989989186,NaN,0.02730824
200,20,0.5,trainscg,TRUE,FALSE,0.5,31,Validation stop.,0.226127872,0.257636973,NaN,0.027332182
1000,20,0.5,trainrp,TRUE,TRUE,1.00E-06,59,Validation stop.,0.270271358,0.276134603,NaN,0.027414715
50,20,0.1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,3.507667961,NaN,NaN,0.027572518
1000,20,0.5,traingdx,FALSE,TRUE,0.5,1000,Maximum epoch reached.,2.009035211,NaN,NaN,0.027801467
200,10,0.5,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.191601071,NaN,NaN,0.028153821
200,40,0.1,trainrp,TRUE,TRUE,0.1,267,Validation stop.,0.172877025,0.167382396,NaN,0.02822244
1000,20,1,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.944274274,NaN,NaN,0.028264747
200,10,0.5,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.20202186,NaN,NaN,0.028386025
50,40,0.1,trainrp,TRUE,TRUE,0.1,268,Validation stop.,0.186086627,0.167033669,NaN,0.028692854
200,20,0.5,trainbfg,TRUE,TRUE,1.00E-06,18,Validation stop.,0.216119132,0.283072993,NaN,0.029010019
1000,20,0.5,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,21.37055696,NaN,NaN,0.02939387
1000,10,1,trainbfg,TRUE,TRUE,0.1,66,Validation stop.,0.997170074,1.021030036,NaN,0.029561362
1000,10,1,trainbfg,TRUE,TRUE,1.00E-06,17,Validation stop.,1.022620278,1.005992834,NaN,0.029565832
200,10,0.5,traingdx,TRUE,FALSE,0.5,123,Validation stop.,0.2535901,0.240980265,NaN,0.029723539
1000,20,1,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.945956363,NaN,NaN,0.029937144
1000,5,0.5,trainscg,TRUE,FALSE,0.5,20,Validation stop.,0.292961263,0.251633087,NaN,0.030138803
200,10,0.5,trainbfg,TRUE,TRUE,1.00E-06,22,Validation stop.,0.256626012,0.26943433,NaN,0.030223135
50,5,0.5,trainscg,TRUE,TRUE,1.00E-06,15,Validation stop.,0.264641174,0.242290871,NaN,0.030223974
200,5,0.5,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.227318149,NaN,NaN,0.030509152
200,5,1,trainlm,TRUE,TRUE,1.00E-06,44,Validation stop.,0.861196852,1.132206205,NaN,0.031259484
1000,40,1,trainlm,FALSE,TRUE,0.5,2,Maximum MU reached.,0.386837618,NaN,NaN,0.031374255
200,40,0.5,trainbfg,TRUE,TRUE,1.00E-06,23,Validation stop.,0.242504477,0.33462895,NaN,0.031412902
1000,5,0.1,traingdx,TRUE,TRUE,1.00E-06,94,Validation stop.,0.042712134,0.019954137,NaN,0.031628706
1000,40,0.1,traingdx,TRUE,FALSE,0.5,125,Validation stop.,0.039738469,0.044172945,NaN,0.031759583
1000,10,0.5,trainscg,TRUE,TRUE,1.00E-06,21,Validation stop.,0.251146138,0.282098015,NaN,0.031858689
200,10,1,trainscg,TRUE,TRUE,1.00E-06,26,Validation stop.,0.968768153,1.008828062,NaN,0.032117916
50,5,0.5,trainbfg,TRUE,TRUE,1.00E-06,11,Validation stop.,0.199121249,0.319130777,NaN,0.032268142
200,20,0.5,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.205336377,NaN,NaN,0.032360098
200,5,1,trainrp,TRUE,FALSE,0.5,32,Validation stop.,1.187101874,0.855705998,NaN,0.03251959
200,10,0.5,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.215994959,NaN,NaN,0.032602412
50,10,0.5,trainbfg,FALSE,TRUE,0.1,364,Minimum gradient reached.,0.321731678,NaN,NaN,0.032619924
1000,20,1,trainlm,FALSE,TRUE,1.00E-06,9,Maximum MU reached.,0.927356682,NaN,NaN,0.032679912
1000,20,1,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.980770754,NaN,NaN,0.032864397
1000,5,1,trainlm,TRUE,FALSE,0.5,7,Validation stop.,1.001263867,1.049396875,NaN,0.032921481
50,40,0.5,trainrp,TRUE,TRUE,0.1,310,Validation stop.,0.584828951,0.68361709,NaN,0.033099227
50,5,0.5,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.144050865,NaN,NaN,0.033111851
1000,10,1,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.988958008,NaN,NaN,0.033229788
1000,40,0.1,traingdx,TRUE,TRUE,1.00E-06,123,Validation stop.,0.045434563,0.04580459,NaN,0.033402834
1000,40,1,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.972025618,NaN,NaN,0.033556977
200,40,0.1,traingdx,TRUE,TRUE,1.00E-06,124,Validation stop.,0.040012566,0.03891231,NaN,0.03363917
200,10,0.5,trainscg,TRUE,FALSE,0.5,16,Validation stop.,0.287918682,0.244648117,NaN,0.034156487
200,10,1,traingdx,TRUE,TRUE,0.1,92,Validation stop.,9.101565263,9.031918132,NaN,0.034333505
200,40,0.5,traingdx,FALSE,TRUE,0.5,1000,Maximum epoch reached.,216.3477554,NaN,NaN,0.034851828
1000,5,0.5,trainrp,TRUE,TRUE,1.00E-06,42,Validation stop.,0.295306515,0.268309703,NaN,0.035393317
200,10,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.372577844,NaN,NaN,0.035688059
1000,10,0.5,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.288919498,NaN,NaN,0.035876179
200,20,0.5,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.247806737,NaN,NaN,0.0360046
50,5,0.5,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.12575251,NaN,NaN,0.036098064
50,20,0.5,trainbfg,FALSE,TRUE,0.1,670,Minimum gradient reached.,0.250064405,NaN,NaN,0.036178113
1000,20,0.5,trainrp,TRUE,FALSE,0.5,94,Validation stop.,0.256044021,0.289034994,NaN,0.036343018
50,5,0.5,traingdx,TRUE,FALSE,0.5,66,Validation stop.,0.20727561,0.258626697,NaN,0.036403392
50,10,0.5,traingdx,TRUE,TRUE,0.1,115,Validation stop.,7.130808875,7.148580835,NaN,0.036414504
200,20,0.5,trainscg,TRUE,TRUE,0.1,277,Validation stop.,0.456842318,0.442411946,NaN,0.036592714
200,20,0.5,trainrp,TRUE,TRUE,1.00E-06,68,Validation stop.,0.266707847,0.277983993,NaN,0.036809582
1000,40,1,trainbfg,TRUE,FALSE,0.5,23,Validation stop.,0.872914826,0.960588333,NaN,0.03712103
200,10,0.5,trainrp,TRUE,FALSE,0.5,52,Validation stop.,0.209667142,0.277123296,NaN,0.037638507
200,10,1,trainlm,TRUE,TRUE,1.00E-06,30,Validation stop.,0.95852296,0.945585256,NaN,0.037859063
1000,10,0.5,trainrp,TRUE,TRUE,0.1,0,Validation stop.,114.4863601,120.8498692,NaN,0.0381
200,20,0.5,traingdx,TRUE,TRUE,1.00E-06,112,Validation stop.,0.204891822,0.265214966,NaN,0.038333403
200,5,1,trainrp,TRUE,TRUE,1.00E-06,20,Validation stop.,0.822659927,1.035811375,NaN,0.038555091
1000,40,1,traingdx,FALSE,TRUE,0.5,1000,Maximum epoch reached.,425.709654,NaN,NaN,0.038576052
200,5,0.1,traingdx,TRUE,TRUE,1.00E-06,96,Validation stop.,0.051766746,0.028070653,NaN,0.038591762
200,5,0.5,trainrp,TRUE,TRUE,1.00E-06,151,Validation stop.,0.304472616,0.244595664,NaN,0.038976118
200,5,0.1,trainrp,TRUE,FALSE,0.5,45,Validation stop.,0.048398572,0.028474098,NaN,0.039052501
200,40,1,trainscg,FALSE,TRUE,0.5,1000,Maximum epoch reached.,0.559166364,NaN,NaN,0.039065346
200,5,1,traingdx,TRUE,FALSE,0.5,56,Validation stop.,0.95214492,1.071271494,NaN,0.039278608
50,5,0.1,trainrp,TRUE,TRUE,1.00E-06,48,Validation stop.,0.042318359,0.036779246,NaN,0.039345773
1000,10,0.5,trainscg,TRUE,FALSE,0.5,23,Validation stop.,0.294421875,0.264319315,NaN,0.039580567
1000,5,1,traingdx,TRUE,FALSE,0.5,62,Validation stop.,1.020267046,1.020000647,NaN,0.040300846
200,5,0.5,trainscg,TRUE,TRUE,0.1,70,Validation stop.,0.52656561,0.477052085,NaN,0.040369603
200,40,0.1,trainscg,TRUE,TRUE,0.1,228,Validation stop.,0.48930726,0.474383,NaN,0.040476507
50,20,0.1,trainrp,TRUE,TRUE,0.1,188,Validation stop.,0.193422273,0.170010208,NaN,0.04111492
200,40,1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,2.413451426,NaN,NaN,0.041289733
1000,40,1,trainbfg,TRUE,TRUE,1.00E-06,22,Validation stop.,0.960726668,1.038136382,NaN,0.041567821
50,5,1,trainbfg,TRUE,TRUE,0.1,34,Validation stop.,1.107082019,1.044311643,NaN,0.04170934
200,10,1,trainbfg,TRUE,FALSE,0.5,18,Validation stop.,0.901866672,1.050977196,NaN,0.042318267
1000,10,1,traingdx,TRUE,TRUE,0.1,98,Validation stop.,9.249192354,9.209600565,NaN,0.042372039
200,5,1,trainbfg,TRUE,TRUE,1.00E-06,14,Validation stop.,0.971735988,0.885632226,NaN,0.042634531
1000,40,1,trainlm,FALSE,TRUE,1.00E-06,6,Maximum MU reached.,0.941565495,NaN,NaN,0.042661543
1000,5,1,trainscg,TRUE,FALSE,0.5,20,Validation stop.,1.011521131,1.060281993,NaN,0.042755893
50,5,0.5,trainrp,TRUE,FALSE,0.5,58,Validation stop.,0.252239916,0.193628805,NaN,0.04280866
200,40,0.5,trainscg,TRUE,TRUE,0.1,403,Validation stop.,2.571554212,2.610853766,NaN,0.042809399
50,5,0.1,traingdx,TRUE,FALSE,0.5,99,Validation stop.,0.048379169,0.029242762,NaN,0.042920806
1000,20,1,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.950555211,NaN,NaN,0.04336157
200,5,0.5,trainrp,TRUE,FALSE,0.5,38,Validation stop.,0.277667132,0.230451982,NaN,0.043483663
1000,5,0.5,trainscg,TRUE,TRUE,0.1,66,Validation stop.,0.51530848,0.510993431,NaN,0.043691098
1000,40,1,trainlm,TRUE,TRUE,1.00E-06,8,Validation stop.,0.95564783,1.015751519,NaN,0.043741082
200,40,1,trainbfg,TRUE,TRUE,0.1,154,Validation stop.,1.004081477,1.089928445,NaN,0.044018154
1000,20,0.5,traingdx,TRUE,TRUE,0.1,93,Validation stop.,33.96684283,33.96004858,NaN,0.044045224
1000,20,1,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,548.3453834,NaN,NaN,0.0443
200,10,1,trainbfg,TRUE,TRUE,1.00E-06,15,Validation stop.,1.091364135,0.976814426,NaN,0.044661198
200,20,0.5,trainlm,TRUE,TRUE,1.00E-06,10,Maximum MU reached.,0.209909488,0.262889944,NaN,0.044869343
50,40,0.1,traingdx,TRUE,TRUE,1.00E-06,124,Validation stop.,0.039395726,0.054031365,NaN,0.044979265
200,40,0.1,traingdx,TRUE,FALSE,0.5,123,Validation stop.,0.051509161,0.063423553,NaN,0.045245553
1000,10,0.1,trainbfg,FALSE,TRUE,0.1,192,Minimum gradient reached.,0.200531495,NaN,NaN,0.045784447
200,20,0.5,trainlm,TRUE,FALSE,0.5,8,Validation stop.,0.188840239,0.32323925,NaN,0.0458836
200,5,0.5,trainscg,TRUE,FALSE,0.5,12,Validation stop.,0.241090767,0.301329991,NaN,0.045978734
200,20,0.5,trainlm,FALSE,TRUE,0.1,2,Maximum MU reached.,0.38188235,NaN,NaN,0.046007341
200,40,0.5,trainrp,TRUE,FALSE,0.5,65,Validation stop.,0.176541228,0.292945511,NaN,0.046406484
200,10,1,trainbfg,FALSE,TRUE,0.1,623,Minimum gradient reached.,0.867562515,NaN,NaN,0.046426468
1000,10,0.1,trainscg,FALSE,TRUE,0.1,237,Minimum gradient reached.,0.205111697,NaN,NaN,0.046579754
1000,10,0.1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.203348607,NaN,NaN,0.047353755
1000,40,1,trainscg,TRUE,TRUE,1.00E-06,52,Validation stop.,0.972524842,1.019272452,NaN,0.047391667
1000,20,1,trainlm,TRUE,FALSE,0.5,11,Validation stop.,1.000201044,1.037995613,NaN,0.048025114
50,10,0.1,trainscg,FALSE,TRUE,0.1,223,Minimum gradient reached.,0.216976965,NaN,NaN,0.048249992
200,40,0.5,trainlm,FALSE,TRUE,0.1,1,Performance goal met.,-0.049456898,NaN,NaN,0.048260606
200,40,0.5,trainscg,TRUE,TRUE,1.00E-06,32,Validation stop.,0.196092544,0.312892126,NaN,0.048283179
1000,10,1,trainrp,TRUE,TRUE,1.00E-06,35,Validation stop.,0.920198447,1.096148674,NaN,0.048905401
1000,40,1,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,1.006352091,NaN,NaN,0.048972997
1000,20,1,trainrp,TRUE,TRUE,0.1,378,Validation stop.,1.310696186,1.293584615,NaN,0.048990494
200,40,0.5,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,122.4163132,NaN,NaN,0.049032512
200,20,0.5,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.176007988,NaN,NaN,0.049246777
200,10,1,trainlm,FALSE,TRUE,1.00E-06,14,Maximum MU reached.,0.973914048,NaN,NaN,0.049271629
1000,5,1,trainscg,TRUE,TRUE,0.1,60,Validation stop.,1.435925315,1.460318472,NaN,0.049305303
200,40,0.5,trainlm,TRUE,FALSE,0.5,12,Validation stop.,0.162378806,0.284771455,NaN,0.049498877
50,10,0.5,trainrp,TRUE,FALSE,0.5,42,Validation stop.,0.28841795,0.307146204,NaN,0.05017926
50,5,0.5,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.175746377,NaN,NaN,0.050326722
200,10,0.1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.211634423,NaN,NaN,0.050412807
50,5,0.5,trainbfg,FALSE,FALSE,0.5,548,Minimum gradient reached.,0.219308757,NaN,NaN,0.050492958
1000,20,1,traingdx,TRUE,TRUE,1.00E-06,103,Validation stop.,1.026945887,0.992386487,NaN,0.05100626
50,40,0.5,trainbfg,TRUE,TRUE,0.1,130,Validation stop.,0.32332168,0.406073111,NaN,0.051272711
50,10,0.5,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.567682627,NaN,NaN,0.051459264
200,10,0.5,trainlm,TRUE,TRUE,1.00E-06,10,Validation stop.,0.238778885,0.32283339,NaN,0.051754206
200,10,0.5,trainbfg,FALSE,TRUE,1.00E-06,620,Minimum gradient reached.,0.209246591,NaN,NaN,0.052293253
200,5,1,trainlm,FALSE,TRUE,1.00E-06,82,Maximum MU reached.,0.974232624,NaN,NaN,0.052500866
1000,40,1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,135.4124361,NaN,NaN,0.052678814
200,5,1,trainlm,TRUE,FALSE,0.5,10,Validation stop.,1.06755842,1.097501771,NaN,0.05274961
1000,20,0.5,trainlm,FALSE,TRUE,0.1,1,Performance goal met.,-0.046222016,NaN,NaN,0.052767125
50,5,0.5,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.151842748,NaN,NaN,0.052800235
1000,40,1,trainrp,TRUE,FALSE,0.5,64,Validation stop.,0.968263259,1.043236635,NaN,0.05320422
50,10,0.5,trainscg,TRUE,FALSE,0.5,18,Validation stop.,0.260415728,0.20820169,NaN,0.053489571
1000,20,1,trainrp,TRUE,TRUE,1.00E-06,63,Validation stop.,1.156777947,0.995963986,NaN,0.053528633
200,20,1,trainbfg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.035421186,NaN,NaN,0.053884378
200,5,1,trainscg,TRUE,TRUE,0.1,30,Validation stop.,2.215025725,2.123170383,NaN,0.053998419
200,10,1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.043296075,NaN,NaN,0.054750477
50,10,0.1,trainbfg,FALSE,TRUE,0.1,214,Minimum gradient reached.,0.216225965,NaN,NaN,0.05487416
1000,20,1,traingdx,TRUE,FALSE,0.5,97,Validation stop.,1.093083503,1.054676816,NaN,0.054982128
200,40,0.5,trainscg,TRUE,FALSE,0.5,39,Validation stop.,0.201627246,0.34400221,NaN,0.055055053
200,10,0.5,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.203697948,NaN,NaN,0.055066065
200,10,1,trainscg,FALSE,TRUE,0.1,649,Minimum gradient reached.,0.947883262,NaN,NaN,0.055131673
200,40,0.5,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.19615942,NaN,NaN,0.055640421
1000,40,1,trainscg,TRUE,FALSE,0.5,42,Validation stop.,1.036236761,0.971498081,NaN,0.055690953
1000,5,0.5,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.497955377,NaN,NaN,0.055900329
50,5,0.5,trainscg,TRUE,FALSE,0.5,18,Validation stop.,0.21511411,0.291717722,NaN,0.055932878
200,10,1,trainbfg,TRUE,TRUE,0.1,52,Validation stop.,1.014168741,1.230475266,NaN,0.055996616
1000,10,0.1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,17.1334285,NaN,NaN,0.0562
50,5,1,trainbfg,TRUE,TRUE,1.00E-06,11,Validation stop.,1.042964861,0.943488463,NaN,0.056284918
50,20,0.5,trainscg,FALSE,TRUE,0.1,708,Minimum gradient reached.,0.371231561,NaN,NaN,0.056351592
200,40,0.5,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.14843488,NaN,NaN,0.056430578
50,10,0.1,trainscg,TRUE,TRUE,0.1,89,Validation stop.,0.230241634,0.208408952,NaN,0.056698046
50,5,0.5,trainrp,TRUE,TRUE,1.00E-06,29,Validation stop.,0.251782709,0.269094115,NaN,0.056905264
200,20,0.5,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.167961858,NaN,NaN,0.057229357
200,10,0.1,trainscg,TRUE,TRUE,0.1,103,Validation stop.,0.219600187,0.20186126,NaN,0.057335648
50,20,0.1,trainscg,TRUE,TRUE,0.1,129,Validation stop.,0.343076385,0.316492944,NaN,0.057353761
1000,40,1,trainlm,TRUE,FALSE,0.5,10,Validation stop.,0.914613384,1.056950701,NaN,0.05762651
50,40,0.5,trainbfg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.272773064,NaN,NaN,0.058152575
1000,20,1,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.901566431,NaN,NaN,0.058167819
200,5,1,trainbfg,TRUE,FALSE,0.5,14,Validation stop.,1.093875441,0.98436521,NaN,0.059103365
50,10,0.5,trainbfg,TRUE,TRUE,1.00E-06,15,Validation stop.,0.18958503,0.23236462,NaN,0.059111471
50,20,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.300401806,NaN,NaN,0.059410973
200,5,1,trainscg,TRUE,TRUE,1.00E-06,11,Validation stop.,1.052543999,0.876571597,NaN,0.059587213
50,40,0.1,trainscg,TRUE,TRUE,0.1,270,Validation stop.,0.707004168,0.675003345,NaN,0.059749115
200,10,0.5,trainscg,TRUE,TRUE,0.1,94,Validation stop.,0.644038272,0.680658225,NaN,0.059757269
200,10,1,trainscg,TRUE,FALSE,0.5,14,Validation stop.,0.977907333,1.061560619,NaN,0.059778652
1000,10,0.1,trainscg,TRUE,TRUE,0.1,0,Validation stop.,12.36880026,12.59911482,NaN,0.0599
200,40,0.5,trainbfg,TRUE,FALSE,0.5,29,Validation stop.,0.191167311,0.368028919,NaN,0.060112949
200,5,1,trainscg,TRUE,FALSE,0.5,15,Validation stop.,0.939323005,1.090715945,NaN,0.060146088
1000,40,0.5,trainlm,TRUE,TRUE,0.1,2,Maximum MU reached.,0.597882798,0.617391885,NaN,0.060413847
1000,40,1,trainrp,TRUE,TRUE,1.00E-06,127,Validation stop.,0.992328161,1.081099882,NaN,0.060827888
1000,40,1,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.931342248,NaN,NaN,0.061875221
1000,20,0.5,trainrp,TRUE,TRUE,0.1,89,Validation stop.,2.769237803,2.768668571,NaN,0.062279508
200,10,0.5,trainrp,TRUE,TRUE,1.00E-06,19,Validation stop.,0.285542329,0.269982768,NaN,0.06252884
200,40,0.5,trainrp,FALSE,TRUE,0.5,1000,Maximum epoch reached.,0.309230118,NaN,NaN,0.062687102
1000,40,1,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,1.036341384,NaN,NaN,0.062783475
1000,20,0.1,trainrp,TRUE,TRUE,0.1,153,Validation stop.,0.193455028,0.165521999,NaN,0.06314039
200,10,0.1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.25627592,NaN,NaN,0.06360969
50,5,1,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.759462258,NaN,NaN,0.064121518
200,5,1,traingdx,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.721412685,NaN,NaN,0.064329065
1000,40,1,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.919743845,NaN,NaN,0.064926692
50,10,0.5,traingdx,TRUE,TRUE,1.00E-06,72,Validation stop.,0.194372094,0.2254996,NaN,0.065162331
200,20,0.5,trainrp,TRUE,FALSE,0.5,33,Validation stop.,0.288005893,0.320067655,NaN,0.065435989
200,20,1,traingdx,TRUE,TRUE,1.00E-06,96,Validation stop.,0.876928456,1.10594666,NaN,0.06560669
50,5,0.5,trainlm,TRUE,TRUE,1.00E-06,10,Validation stop.,0.251978294,0.332153531,NaN,0.065976173
200,10,1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,5.537044833,NaN,NaN,0.066079421
200,5,1,trainscg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.930507148,NaN,NaN,0.066695582
50,40,1,trainbfg,FALSE,TRUE,0.1,1000,Maximum epoch reached.,1.193846689,NaN,NaN,0.06756327
200,10,1,traingdx,TRUE,TRUE,1.00E-06,72,Validation stop.,0.952508069,0.984917354,NaN,0.067947956
200,20,1,trainlm,TRUE,FALSE,0.5,8,Validation stop.,0.945452813,1.042039253,NaN,0.069052872
200,5,1,traingdx,FALSE,FALSE,0.5,1000,Maximum epoch reached.,1.131615538,NaN,NaN,0.069225358
200,10,0.5,trainbfg,TRUE,TRUE,0.1,40,Validation stop.,0.420509412,0.469280852,NaN,0.069239814
200,40,0.5,trainrp,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.135942529,NaN,NaN,0.069798933
200,5,1,trainbfg,FALSE,FALSE,0.5,533,Minimum gradient reached.,0.770677849,NaN,NaN,0.069966049
200,40,0.5,trainlm,TRUE,TRUE,0.1,2,Maximum MU reached.,0.384680881,0.44006443,NaN,0.070030913
1000,10,1,trainrp,TRUE,FALSE,0.5,36,Validation stop.,1.012103301,0.975192184,NaN,0.070055768
50,10,0.5,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.114360748,NaN,NaN,0.0700591
1000,40,1,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.846112816,NaN,NaN,0.070545235
1000,40,1,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.860237227,NaN,NaN,0.070561627
200,10,0.1,trainbfg,TRUE,TRUE,0.1,66,Validation stop.,0.216662835,0.189720684,NaN,0.070780064
1000,5,1,traingdx,TRUE,TRUE,0.1,32,Validation stop.,3.36328057,3.284712251,NaN,0.071064962
1000,5,1,trainbfg,FALSE,TRUE,0.1,120,Minimum gradient reached.,1.15390238,NaN,NaN,0.0711237
1000,20,0.1,trainscg,TRUE,TRUE,0.1,0,Validation stop.,42.23789047,42.5325766,NaN,0.0712
50,10,0.5,trainlm,TRUE,TRUE,1.00E-06,7,Validation stop.,0.201187977,0.345058126,NaN,0.071527926
50,5,0.5,trainscg,TRUE,TRUE,0.1,72,Validation stop.,0.513137002,0.548475359,NaN,0.072480063
1000,40,1,trainscg,FALSE,TRUE,0.5,781,Minimum gradient reached.,0.587392968,NaN,NaN,0.072918431
50,5,1,trainrp,TRUE,FALSE,0.5,31,Validation stop.,0.75459384,1.046930329,NaN,0.073713553
200,5,1,trainrp,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.9838651,NaN,NaN,0.074200541
1000,40,1,trainlm,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.948496502,NaN,NaN,0.074204439
50,20,0.5,trainlm,TRUE,TRUE,1.00E-06,10,Validation stop.,0.145528865,0.281122477,NaN,0.074441554
50,40,0.5,traingdx,FALSE,TRUE,0.5,1000,Maximum epoch reached.,106.6696035,NaN,NaN,0.074817845
200,5,0.5,trainlm,TRUE,FALSE,0.5,7,Validation stop.,0.310143257,0.234915326,NaN,0.074943328
50,5,0.5,trainscg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.222911644,NaN,NaN,0.074956792
50,10,0.1,traingdx,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.235579335,NaN,NaN,0.075155495
200,10,0.5,trainbfg,FALSE,TRUE,0.1,268,Minimum gradient reached.,0.39563355,NaN,NaN,0.075373993
200,20,1,traingdx,FALSE,TRUE,0.5,1000,Maximum epoch reached.,15.78683803,NaN,NaN,0.075983237
50,5,0.5,traingdx,TRUE,TRUE,1.00E-06,90,Validation stop.,0.292747695,0.221270368,NaN,0.077445391
200,5,0.5,trainrp,FALSE,TRUE,0.1,1000,Maximum epoch reached.,0.497865102,NaN,NaN,0.07763919
1000,40,1,trainbfg,FALSE,TRUE,1.00E-06,1000,Maximum epoch reached.,0.93349475,NaN,NaN,0.077725956
1000,20,1,trainbfg,FALSE,FALSE,0.5,1000,Maximum epoch reached.,0.906137627,NaN,NaN,0.078547467
